date,value
2000-01-01,79.48484
2000-02-01,79.57813
2000-03-01,79.57813
2000-04-01,79.57813
2000-05-01,79.48484
2000-06-01,79.85801
2000-07-01,80.23118000000001
2000-08-01,80.04459
2000-09-01,80.23118000000001
2000-10-01,80.13789
2000-11-01,80.23118000000001
2000-12-01,80.88422
2001-01-01,80.60434000000001
2001-02-01,81.0708
2001-03-01,81.0708
2001-04-01,81.44397
2001-05-01,81.72385
2001-06-01,81.81714000000001
2001-07-01,81.91043
2001-08-01,81.72385
2001-09-01,81.72385
2001-10-01,81.63055
2001-11-01,81.44397
2001-12-01,82.19031
2002-01-01,82.2836
2002-02-01,82.56348
2002-03-01,82.75005999999999
2002-04-01,82.65677
2002-05-01,82.75005999999999
2002-06-01,82.75005999999999
2002-07-01,82.84335
2002-08-01,82.75005999999999
2002-09-01,82.75005999999999
2002-10-01,82.65677
2002-11-01,82.37689
2002-12-01,83.12323
2003-01-01,83.12323
2003-02-01,83.58969
2003-03-01,83.68298
2003-04-01,83.40311
2003-05-01,83.21651999999999
2003-06-01,83.4964
2003-07-01,83.68298
2003-08-01,83.68298
2003-09-01,83.58969
2003-10-01,83.58969
2003-11-01,83.40311
2003-12-01,84.05615
2004-01-01,84.05615
2004-02-01,84.24274
2004-03-01,84.52261
2004-04-01,84.80248
2004-05-01,84.98907
2004-06-01,84.98907
2004-07-01,85.17565
2004-08-01,85.26894
2004-09-01,85.08236
2004-10-01,85.17565
2004-11-01,84.98907
2004-12-01,85.92199000000001
2005-01-01,85.26894
2005-02-01,85.64211
2005-03-01,86.01528
2005-04-01,85.8287
2005-05-01,86.01528
2005-06-01,86.10857
2005-07-01,86.48174
2005-08-01,86.57504
2005-09-01,86.66833000000001
2005-10-01,86.76162
2005-11-01,86.48174
2005-12-01,87.13479
2006-01-01,86.85491
2006-02-01,87.22808
2006-03-01,87.22808
2006-04-01,87.50796
2006-05-01,87.50796
2006-06-01,87.69454
2006-07-01,88.06770999999999
2006-08-01,87.88113
2006-09-01,87.60125
2006-10-01,87.69454
2006-11-01,87.69454
2006-12-01,88.34759
2007-01-01,88.34759
2007-02-01,88.72075
2007-03-01,88.90733
2007-04-01,89.37379
2007-05-01,89.37379
2007-06-01,89.37379
2007-07-01,89.84026
2007-08-01,89.74696
2007-09-01,89.93355
2007-10-01,90.12013
2007-11-01,90.58659
2007-12-01,91.14635
2008-01-01,90.86646999999999
2008-02-01,91.23964000000001
2008-03-01,91.7061
2008-04-01,91.51952
2008-05-01,92.07927
2008-06-01,92.26585
2008-07-01,92.82561
2008-08-01,92.54573
2008-09-01,92.45244
2008-10-01,92.26585
2008-11-01,91.79939
2008-12-01,92.17256
2009-01-01,91.7061
