date,value
2000-01-01,1.44026838719741
2001-01-01,1.98385731334471
2002-01-01,1.42080615551526
2003-01-01,1.03422218628562
2004-01-01,1.66573696655991
2005-01-01,1.54691114751328
2006-01-01,1.57742642840563
2007-01-01,2.2983440070095
2008-01-01,2.62837981637219
2009-01-01,0.312739007368446
2010-01-01,1.1038103778926
2011-01-01,2.07517283735874
2012-01-01,2.00848884782956
2013-01-01,1.50472330251876
2014-01-01,0.906794000434245
2015-01-01,0.514426137125456
2016-01-01,0.491747008445174
2017-01-01,1.50949485109628
2018-01-01,1.73216879766941
2019-01-01,1.44565976888253
2020-01-01,0.144877925813981
2021-01-01,3.06666666666673
2022-01-01,6.87257438551096
2023-01-01,5.94643667725823
2024-01-01,2.2564981433876
