date,value
1948-01-01,-21.238116332
1948-01-01,4.120281189
1948-01-01,16.682953468
1948-01-01,-21.238116332
1948-01-01,2.260803647
1948-01-01,4.120281189
1948-01-01,2.260803647
1948-01-01,16.682953468
1949-01-01,-3.535521481
1949-01-01,2.780422583
1949-01-01,-0.558278469
1949-01-01,-3.535521481
1949-01-01,-0.558278469
1949-01-01,-0.926196322
1949-01-01,-0.926196322
1949-01-01,2.780422583
1950-01-01,8.691877979
1950-01-01,18.196558754
1950-01-01,6.422099388
1950-01-01,-12.435499014
1950-01-01,8.691877979
1950-01-01,-12.435499014
1950-01-01,6.422099388
1950-01-01,18.196558754
1951-01-01,3.928635725
1951-01-01,8.044974404
1951-01-01,1.567042278
1951-01-01,3.928635725
1951-01-01,22.539677263
1951-01-01,22.539677263
1951-01-01,8.044974404
1951-01-01,1.567042278
1952-01-01,4.083958258
1952-01-01,-4.325354568
1952-01-01,3.156181197
1952-01-01,-4.325354568
1952-01-01,8.801590904
1952-01-01,8.801590904
1952-01-01,4.083958258
1952-01-01,3.156181197
1953-01-01,-6.700530286
1953-01-01,9.398941556
1953-01-01,9.398941556
1953-01-01,4.741639407
1953-01-01,4.741639407
1953-01-01,4.687811392
1953-01-01,-6.700530286
1953-01-01,4.687811392
1954-01-01,2.089605645
1954-01-01,-0.577112085
1954-01-01,-4.930100156
1954-01-01,-0.577112085
1954-01-01,4.840639948
1954-01-01,-4.930100156
1954-01-01,4.840639948
1954-01-01,2.089605645
1955-01-01,7.134775934
1955-01-01,10.679108534
1955-01-01,12.049598163
1955-01-01,12.049598163
1955-01-01,7.37760372
1955-01-01,7.134775934
1955-01-01,7.37760372
1955-01-01,10.679108534
1956-01-01,2.922289395
1956-01-01,8.117339104
1956-01-01,16.508796113
1956-01-01,2.922289395
1956-01-01,8.117339104
1956-01-01,2.132296495
1956-01-01,16.508796113
1956-01-01,2.132296495
1957-01-01,4.199246885
1957-01-01,2.105595368
1957-01-01,8.718244155
1957-01-01,2.105595368
1957-01-01,2.479075977
1957-01-01,8.718244155
1957-01-01,2.479075977
1957-01-01,4.199246885
1958-01-01,0.866438065
1958-01-01,-0.741796764
1958-01-01,4.750355319
1958-01-01,-13.518739192
1958-01-01,-13.518739192
1958-01-01,0.866438065
1958-01-01,-0.741796764
1958-01-01,4.750355319
1959-01-01,5.705705935
1959-01-01,6.931691556
1959-01-01,10.285027678
1959-01-01,10.633676938
1959-01-01,6.931691556
1959-01-01,5.705705935
1959-01-01,10.633676938
1959-01-01,10.285027678
1960-01-01,2.743836364
1960-01-01,2.574455015
1960-01-01,2.574455015
1960-01-01,1.324772194
1960-01-01,17.361385897
1960-01-01,1.324772194
1960-01-01,2.743836364
1960-01-01,17.361385897
1961-01-01,0.536910582
1961-01-01,2.565335985
1961-01-01,2.051035742
1961-01-01,2.565335985
1961-01-01,0.536910582
1961-01-01,-0.670456142
1961-01-01,2.051035742
1961-01-01,9.386578025
1961-01-01,-0.670456142
1961-04-01,0.63459363
1961-04-01,0.466068755
1961-04-01,1.018796927
1961-04-01,-0.243170566
1961-04-01,0.797434136
1961-04-01,0.831764
1961-07-01,1.834469387
1961-07-01,1.299740188
1961-07-01,1.694842116
1961-07-01,1.739271055
1961-07-01,1.710383637
1961-07-01,1.311059
1961-10-01,1.056541
1961-10-01,1.252926908
1961-10-01,1.806446059
1961-10-01,0.851812371
1961-10-01,1.174985903
1961-10-01,1.360814368
1962-01-01,7.32498856
1962-01-01,5.930177119
1962-01-01,11.348466008
1962-01-01,11.348466008
1962-01-01,4.944268727
1962-01-01,5.048259134
1962-01-01,6.129608332
1962-01-01,4.944268727
1962-01-01,6.129608332
1962-01-01,5.048259134
1962-01-01,5.059620806
1962-01-01,2.824945322
1962-01-01,5.504180526
1962-01-01,4.912114845
1962-01-01,5.279004403
1962-01-01,7.541201095
1962-01-01,1.3319
1962-01-01,1.290997855
1962-01-01,1.632520867
1962-01-01,2.022112824
1962-01-01,2.571011908
1962-04-01,1.59124374
1962-04-01,0.536667423
1962-04-01,1.546858904
1962-04-01,1.285477895
1962-04-01,7.149903898
1962-04-01,6.294688238
1962-04-01,1.497892945
1962-04-01,1.580975832
1962-04-01,1.148728674
1962-04-01,1.467250458
1962-04-01,0.784804804
1962-04-01,1.809225581
1962-04-01,0.651232015
1962-04-01,4.567422357
1962-04-01,1.426251098
1962-04-01,4.208468835
1962-04-01,6.31471201
1962-04-01,1.028697697
1962-04-01,1.605470308
1962-04-01,1.355946619
1962-04-01,1.203177422
1962-04-01,0.325203794
1962-04-01,1.475866271
1962-07-01,1.479624924
1962-07-01,2.671953619
1962-07-01,1.64607331
1962-07-01,6.15907951
1962-07-01,0.762038025
1962-07-01,1.531229281
1962-07-01,1.883687697
1962-07-01,5.702002737
1962-07-01,1.147369724
1962-07-01,1.176619136
1962-07-01,1.294729
1962-07-01,3.397164333
1962-07-01,0.643334386
1962-07-01,1.637491639
1962-07-01,-0.278234405
1962-07-01,5.111842849
1962-07-01,1.473201893
1962-07-01,1.124209871
1962-07-01,1.557532
1962-07-01,1.36349635
1962-07-01,0.925972962
1962-07-01,5.902088068
1962-07-01,1.827147799
1962-07-01,0.743446434
1962-07-01,1.903972029
1962-07-01,1.245417
1962-07-01,8.943541198
1962-10-01,1.199187013
1962-10-01,-1.012293928
1962-10-01,0.552482
1962-10-01,0.138431447
1962-10-01,1.683763735
1962-10-01,0.91925246
1962-10-01,0.618524203
1962-10-01,0.115216649
1962-10-01,5.263265263
1962-10-01,0.587329
1962-10-01,2.450803303
1962-10-01,1.881805901
1962-10-01,0.591348
1962-10-01,5.339836282
1962-10-01,0.63883159
1962-10-01,0.837819132
1962-10-01,0.471545089
1962-10-01,1.44379138
1962-10-01,1.724860312
1962-10-01,5.634406236
1962-10-01,0.298544607
1962-10-01,1.918321127
1962-10-01,0.997097855
1962-10-01,-0.44121612
1962-10-01,6.245307848
1963-01-01,6.147196887
1963-01-01,4.126545948
1963-01-01,4.736380054
1963-01-01,2.695727361
1963-01-01,7.120366645
1963-01-01,4.35729999
1963-01-01,2.695727361
1963-01-01,4.126545948
1963-01-01,4.35729999
1963-01-01,7.120366645
1963-01-01,3.343653449
1963-01-01,5.210587971
1963-01-01,0.384278233
1963-01-01,4.75489993
1963-01-01,0.343368736
1963-01-01,3.861565974
1963-01-01,-2.037949875
1963-01-01,-4.031736094
1963-01-01,1.047549906
1963-01-01,2.818200324
1963-01-01,3.128894772
1963-01-01,0.754168441
1963-01-01,-0.591277
1963-01-01,0.908115571
1963-01-01,0.836658132
1963-01-01,2.485859777
1963-01-01,1.411140852
1963-01-01,2.020007455
1963-01-01,-2.36608367
1963-01-01,-1.362190602
1963-01-01,3.059121791
1963-01-01,1.894300446
1963-01-01,0.759787329
1963-01-01,0.735659641
1963-01-01,4.157356005
1963-01-01,4.218625753
1963-01-01,-0.386786459
1963-01-01,5.906493656
