date,value
2000-01-01,1.34458408508878
2001-01-01,0.585420182648131
2002-01-01,1.24498770452081
2003-01-01,1.58657351647021
2004-01-01,1.88919861265864
2005-01-01,1.38779408141497
2006-01-01,1.28352504597033
2007-01-01,1.74245383201569
2008-01-01,0.336361083060188
2009-01-01,0.443906691282091
2010-01-01,1.32546071702726
2011-01-01,-0.642332911629838
2012-01-01,-1.62646863104798
2013-01-01,-2.38395128356965
2014-01-01,-2.54859947339685
2015-01-01,-0.543410631397387
2016-01-01,0.788512917769393
2017-01-01,0.742816999605393
2018-01-01,0.0187119994869574
2019-01-01,-0.28270244369909
2020-01-01,-0.261842091964545
2021-01-01,-0.501421974138063
2022-01-01,-3.56489632597402
2023-01-01,-1.47646311155409
2024-01-01,-0.893120118065169
